at,review
2023-02-10 03:13:24,"Saya baru pertama x daftar bahkan pertama x download aplikasi ini,izin bertanya sama developer,inikan pertama x saya daftar bahkan pertama x saya download kenapa pada saat saya daftar tinggal OK di proses terakhir malah muncul keterangan GAGAL KARENA SUDAH TERDAFTAR?? giliran log in ga bisa? Tolong d jawab saya perlu untuk ttd dengan perusahaan. Trmksh"
2023-02-09 09:21:48,Respon adminnya cepet👍👍
2023-01-30 03:02:19,Mudah dan responsif helpdesk nya
2023-01-26 11:39:34,"Mempersulit pendaftaran brimo Capek ngambil video terus2an, benerin sistemmu"
2023-01-24 03:38:25,"Aplikasi gak guna bikin susah ,e kyc gagal lagian ngapa di bikin ribet foto udah,video aja harus make kata kata juga ga jelas"
2023-01-20 12:30:18,"Tolol gw registrasi sejam an gk di regis Regis"" babi"
2023-01-12 01:06:12,respon gesit.. mantap
2023-01-07 01:23:33,"Tidak bisa login dgn password yg dibuat, padahal sudah benar.. Mau reset password Email yg teregistrasipun di bilang invalid.. Aplikasi yang tidak berguna.."
2022-12-23 02:07:19,"Udah register pake ktp, foto udah kaya pinjol, eh login kaga bisa"
2022-12-14 23:54:06,"Tidak bisa login padahal privy id dan sandi sudah benar. Setiap memasukkan privyid selalu ada notif ""terlalu banyak percobaan masuk. Mohon tunggu 60detik"" padahal belum login sama sekali."
2022-12-04 04:45:52,"good, cs nya sangat ramah dan membantu sekali"
2022-12-03 06:15:14,"Sejauh ini cukup baik digunakan, hanya untuk kode verifikasi yang terlalu telat masuk ke no Hp juga email. Mohon dikembangkan lagi."
2022-11-02 16:50:49,"alhamdulillah, sedikit paham. walau awal2 belum bisa menggunakannya. cs sangat2 sigap dalam respon"
2022-10-10 12:34:09,Percumah complain karena tidak ada solusi..
2022-10-04 08:01:03,"Serasa kaya dipermainin, verifikasi ktp kaga bisa, diminta upload KK, udah upload kk tetep gak bisa, udah ngehubungin customer service via wa/email kaga bisa ngebantu sama sekali, gak jelas amat"
2022-09-26 02:22:05,mantap pokok .cepat respon ya
2022-09-13 07:14:47,Aplikasi hebat...salut sama cs nya makasih ya .....sukses selalu
2022-09-13 03:41:09,"Katanya untuk mempermudah urusan segala macam, tapi kok ribet ya nunggu diverifikasi hampir setengah jam masih aja verifikasi, tolong dong diperbaiki dan dipermudah hadehhh gini amat layanan diindonesia"
2022-08-25 05:54:36,super cepat respon
2022-07-21 12:43:16,Cs sangat respon sekali saat kita ada kendala
2022-07-11 15:02:38,Respon Cs cepet banget.mkshv
2022-05-24 02:56:25,pelayanan cs nya sangat baik
2022-04-27 04:22:22,Kemudahan penggunaan dan registrasi
2022-04-02 20:15:28,Fast respon csnya.. sahur kelar update data..
2022-03-18 19:23:38,"Ka saya sudah login ktnya sudah terdaftar tetapi pas sy buka g bisa malah ktnya aplikasi telah berhenti,gmna inih ktnya mempermudah tp g bisa d gunakan mlh ribet"
2022-03-12 04:42:42,Respon cepat terimakasih sangat membantu pada zaman sekarang yang serba elektronik.. terimakasih
2022-03-08 13:03:43,Pelayanan Privy excellent
2022-03-07 05:43:00,"Fitur chat inbox ya dimana ya? Mau tanya cs Rp di jawab bot ribet, GK ada jawaban nya"
2022-02-12 09:22:09,layanan nya luar biasa
2022-02-09 13:20:03,Customer servicenya sangat membantu
2022-02-09 07:23:18,Pelayanan yg baik
2022-02-03 22:46:42,Respon sangat cepat
2022-02-02 12:48:49,"GK bisa login udah berbagai cara mempersulit BKN mempermudah, memper ruwet, memper pusing"
2022-01-25 08:23:24,Sangat cepat dlm penanganan masalah
2022-01-24 07:24:42,"terima kasih,respon admin dalam melayani sangat tanggap"
2022-01-16 06:39:00,Callcenter cepat tanggap
2022-01-08 07:51:59,Responsif dan solutif👍👍🙏🙏
2021-12-19 23:02:40,Ribet sekali.... Verivikasi wajah berulang2 Mulu...
2021-08-26 11:07:48,"Sangat membantu,tpi saya bingung ko pendaftaran tanda tangan digital prisenya tdk dapat dilanjut dgn alasn email dan no hp saya sudah tercantum, coba gmn ini solusinya"
2021-08-25 02:36:58,"Ini keren sih aplikasinya, inovasi baru berupa ttd digital. Fiturnya sudah terautentikasi biometrik, jd lebih aman dalam mengelola dokumen digital"
2020-07-28 19:51:11,"Sangat membantu dan benar-benar terjamin keamanannya ditambah privyID bekerja sama dengan layanan perbankan, cuma sayang saya sulit sekali mendapat SMS atau email untuk kode otp"
2019-12-02 06:53:23,"Mau ganti nmor telfon aja ribet banget..aplikasi ga jelas apa apa susah,,,,"
2019-11-08 04:46:16,Saya ga ngerti .data udah masuk.giliran pas tanda tangan di tolak mulu. Klu ga bisa lngsung hapus data saya. Buang buang waktu aja pHP
2019-10-02 04:31:42,"Ko udh upload foto, hasilnya nge blur mulu gimana bisa diproses aneh aplikasinyaaaa ga mendukung bgt, mempersulit untuk di accept jadinya."
2019-09-20 03:24:47,"Aplikasi gg jelas.. Mau ganti no hp aja susah.. Padahal uda kasih semua data"" . Huuuu jangan pada download dehhh.. Gg guna kalo gag bisa membantu"
2019-09-09 05:47:09,"Hadeuhh suruh gelengkan kepala sampai pusing ga brhasil"" gmn ini, apliksi ribet seribet ribet nya"
2019-08-01 16:19:53,"aplikasi sampah,begini kok di pakai sama akulaku.mau daftar gk bisa2,dasar sampah,cape geleng2 kan kepala bro,buang aja aplikasi begini,gk ada guna"
2019-07-15 11:47:29,app ga jelas masa baru daftar trs mau masuk ada jawaban NIK anda sudah terverifikasi tpi gbisa di gunakan.. Gda guna nya
2019-07-14 09:10:24,aplikasi nya ga jelas susah... disuruh ambil poto wajah ga bisa2. di suruh ini itu tp ga bisa2 jg. ujung2 nya wajah ga di kenal. mentang wajah gw jelek kali jd ga di kenal.hedeeeeeh ribet dah
2019-07-11 14:16:47,"saya kira privy.id sangat bisa membantu buat tanda tangan elektronik..tpi susah nya mau ganti no hp yang sudah tidak bisa di gunakan tidak bsa membantu,,harus nya ga udah di adakan proses tanda tangan elektronik ini..."
2019-06-26 17:10:25,Hey anjing! saya belum pernah daftar knpa pas mau daftar sudah terdaftar tolollll!!! kalau bener udah terdaftar mana akun PrivyID gua bangsat susah banget aplikasi tolol!!!
2019-01-09 13:52:04,semoga makin berkembang
